ingredient_code,standard_name_kr,standard_name_en,alias_kr,alias_en
성분사전 표준화명칭목록,,,,
2026.06.30 기준,,,,
322,미로탐누스 플라벨리폴리아잎/줄기추출물,Myrothamnus Flabellifolia Leaf/Stem Extract,,
323,미르트라이모늄브로마이드,Myrtrimonium Bromide,미르트리모늄브로마이드,Myrtrimonium Bromide
324,미리세틴,Myricetin,,
325,미리스타미도프로필베타인,Myristamidopropyl Betaine,,
326,미리스타미도프로필피지-다이모늄클로라이드포스페이트,Myristamidopropyl PG-Dimonium Chloride Phosphate,미리스타미도프로필피지-디모늄클로라이드포스페이트,Myristamidopropyl PG-Dimonium Chloride Phosphate
327,미리스타민옥사이드,Myristamine Oxide,,
328,칡뿌리추출물,Pueraria Lobata Root Extract,갈근추출물,Pueraria Lobata Root Extract
329,귀리겨,Avena Sativa (Oat) Bran,,
330,미리스탈코늄사카리네이트,Myristalkonium Saccharinate,,
331,미리스탈코늄클로라이드,Myristalkonium Chloride,,
332,미리스토일테트라펩타이드-8,Myristoyl Tetrapeptide-8,,
333,미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이,Myristoyl/Palmitoyl Oxostearamide/Arachamide MEA,,
334,미리스토일펜타펩타이드-8,Myristoyl Pentapeptide-8,,
335,미리스토일하이드롤라이즈드콜라겐,Myristoyl Hydrolyzed Collagen,,
336,미리스틱애씨드,Myristic Acid,,
337,미리스틸글루코사이드,Myristyl Glucoside,,
338,미리스틸네오펜타노에이트,Myristyl Neopentanoate,,
339,미리스틸라우레이트,Myristyl Laurate,,
340,귀리겨추출물,Avena Sativa (Oat) Bran Extract,,
341,미리스틸락테이트,Myristyl Lactate,,
342,미리스틸미리스테이트,Myristyl Myristate,,
343,미리스틸스테아레이트,Myristyl Stearate,,
344,미리스틸알코올,Myristyl Alcohol,,
345,미리스틸에틸헥사노에이트,Myristyl Ethylhexanoate,미리스틸에칠헥사노에이트,Myristyl Ethylhexanoate
346,미리스틸프로피오네이트,Myristyl Propionate,,
347,미모사 테누이플로라나무껍질추출물,Mimosa Tenuiflora Bark Extract,미모사껍질추출물,Mimosa Tenuiflora Bark Extract
348,미모사 테누이플로라잎추출물,Mimosa Tenuiflora Leaf Extract,미모사잎추출물,Mimosa Tenuiflora Leaf Extract
349,미선나무추출물,Abeliophyllum Distichum Extract,,
350,미트라카르푸스 스카베르추출물,Mitracarpus Scaber Extract,,
351,귀리커넬단백질,Avena Sativa (Oat) Kernel Protein,오트프로테인|귀리단백질,Avena Sativa (Oat) Kernel Protein
352,미파-라우레스설페이트,MIPA-Laureth Sulfate,,
353,미파-보레이트,MIPA-Borate,,
354,밀가루,Triticum Vulgare (Wheat) Kernel Flour,,
355,밀가루지질,Triticum Vulgare (Wheat) Flour Lipids,,
356,밀가루추출물,Triticum Vulgare (Wheat) Flour Extract,,
357,밀겨추출물,Triticum Vulgare (Wheat) Bran Extract,,
358,밀글루텐,Triticum Vulgare (Wheat) Gluten,,
359,밀글루텐추출물,Triticum Vulgare (Wheat) Gluten Extract,,
360,밀단백질,Triticum Vulgare (Wheat) Protein,,
361,밀배아가루,Triticum Vulgare (Wheat) Germ Powder,,
362,귀리단백질추출물,Avena Sativa (Oat) Protein Extract,,
363,밀배아글리세라이즈,Wheat Germ Glycerides,밀배아글리세라이드,Wheat Germ Glycerides
364,밀배아단백질,Triticum Vulgare (Wheat) Germ Protein,,
365,밀배아오일,Triticum Vulgare (Wheat) Germ Oil,,
366,밀배아오일불검화물,Triticum Vulgare (Wheat) Germ Oil Unsaponifiables,,
367,밀배아추출물,Triticum Vulgare (Wheat) Germ Extract,,
368,밀싹추출물,Triticum Vulgare (Wheat) Sprout Extract,,
369,밀아미노산,Wheat Amino Acids,위트아미노산,Wheat Amino Acids
370,밀잎추출물,Triticum Aestivum (Wheat) Leaf Extract,,
371,밀전분,Triticum Vulgare (Wheat) Starch,,
372,밀추출물,Triticum Aestivum (Wheat) Seed Extract,밀씨추출물,Triticum Aestivum (Wheat) Seed Extract
373,귀리아미노산,Oat Amino Acids,,
374,밍크오일,Mink Oil,,
375,바나나꽃수,Musa Sapientum (Banana) Flower Water,,
376,바나나꽃추출물,Musa Sapientum (Banana) Flower Extract,,
377,바나나즙,Musa Paradisiaca (Banana) Fruit Juice,플랜틴즙,Musa Paradisica (Banana) Fruit Juice
378,바나나추출물,Musa Sapientum (Banana) Fruit Extract,,
379,바나바잎추출물,Lagerstroemia Speciosa Leaf Extract,,
380,바닐라열매수,Vanilla Planifolia Fruit Water,,
381,바닐라열매오일,Vanilla Planifolia Fruit Oil,,
382,바닐라열매추출물,Vanilla Planifolia Fruit Extract,,
383,바닐린,Vanillin,,
384,귀리전분,Avena Sativa (Oat) Starch,,
385,바닐릴부틸에터,Vanillyl Butyl Ether,바닐릴부틸에텔,Vanillyl Butyl Ether
386,바륨설페이트,Barium Sulfate,,
387,바바수씨오일,Orbignya Oleifera Seed Oil,,
388,바바수씨오일에틸에스터,Babassu Seed Oil Ethyl Esters,바바수씨오일에칠에스터,Babassu Seed Oil Ethyl Esters
389,바바수아미도프로필베타인,Babassuamidopropyl Betaine,,
390,바바수아미도프로필트라이모늄메토설페이트,Babassuamidopropyltrimonium Methosulfate,바바수아미도프로필트리모늄메토설페이트,Babassuamidopropyltrimonium Methosulfate
391,불가리스매자뿌리추출물,Berberis Vulgaris Root Extract,바베리뿌리추출물,Berberis Vulgaris Root Extract
392,바질꽃/잎추출물,Ocimum Basilicum (Basil) Flower/Leaf Extract,바실꽃/잎추출물,Ocimum Basilicum (Basil) Flower/Leaf Extract
393,바실러스발효물,Bacillus Ferment,,
394,바실러스/쌀겨추출물/콩추출물발효여과물,Bacillus/Rice Bran Extract/Soybean Extract Ferment Filtrate,,
395,귀리커넬오일,Avena Sativa (Oat) Kernel Oil,,
396,바실러스/소이빈발효추출물,Bacillus/Soybean Ferment Extract,바실러스/콩발효추출물,Bacillus/Soybean Ferment Extract
397,바질오일,Ocimum Basilicum (Basil) Oil,바실오일,Ocimum Basilicum (Basil) Oil
398,바질잎추출물,Ocimum Basilicum (Basil) Leaf Extract,바실잎추출물,Ocimum Basilicum (Basil) Leaf Extract
399,바오밥나무씨추출물,Adansonia Digitata Seed Extract,,
400,바오밥나무펄프추출물,Adansonia Digitata Pulp Extract,,
401,바위돌꽃뿌리추출물,Rhodiola Rosea Root Extract,,
402,바이오사카라이드검-1,Biosaccharide Gum-1,,
403,바이오사카라이드검-2,Biosaccharide Gum-2,,
404,바이오사카라이드검-4,Biosaccharide Gum-4,,
405,바이오티노일트라이펩타이드-1,Biotinoyl Tripeptide-1,바이오티노일트리펩타이드-1,Biotinoyl Tripeptide-1
406,귀리커넬추출물,Avena Sativa (Oat) Kernel Extract,,
407,바이오틴,Biotin,,
408,바이오플라보노이드,Bioflavonoids,,
409,바추잎뿌리추출물,Barosma Betulina Root Extract,바추뿌리추출물,Barosma Betulina Root Extract
410,워터히솝추출물,Bacopa Monnieri Extract,워터히솝추출물|바코파 몬니에라추출물,Bacopa Monniera Extract
411,바틸알코올,Batyl Alcohol,,
412,콘민트가루,Mentha Arvensis Powder,박하가루,Mentha Arvensis Powder
413,콘민트오일,Mentha Arvensis Leaf Oil,박하잎오일,Mentha Arvensis Leaf Oil
414,콘민트잎추출물,Mentha Arvensis Leaf Extract,박하잎추출물,Mentha Arvensis Leaf Extract
415,반하뿌리추출물,Pinellia Ternata Root Extract,반하추출물,Pinellia Ternata Root Extract
416,발린,Valine,,
417,규조토,Diatomaceous Earth,,
418,카나다발삼수지,Abies Balsamea (Balsam Canada) Resin,발삼캐나다수지,Abies Balsamea (Balsam Canada) Resin
419,카나다발삼추출물,Abies Balsamea (Balsam Canada) Extract,발삼캐나다추출물,Abies Balsamea (Balsam Canada) Extract
420,발삼톨루수지,Myroxylon Balsamum (Balsam Tolu) Resin,,
421,밤껍질추출물,Castanea Crenata (Chestnut) Shell Extract,,Castanea Crenata Shell Extract
422,밤바라땅콩씨추출물,Voandzeia Subterranea Seed Extract,밤바라땅콩추출물,Voandzeia Subterranea Seed Extract
423,방사무늬돌김추출물,Porphyra Yezoensis Extract,,
424,방아풀잎/줄기추출물,Isodonis Japonicus Leaf/Stalk Extract,,
425,방풍뿌리추출물,Saposhnikovia Divaricata Root Extract,방풍추출물,Saposhnikovia Divaricata Root Extract| LedebouriellaSeseloides Root Extract
426,배롱나무꽃추출물,Lagerstroemia Indica Flower Extract,,
427,배초향추출물,Agastache Rugosa Extract,,
428,귤껍질가루,Citrus Unshiu Peel Powder,,
429,백금가루,Platinum Powder,,
430,중국그라운드오키드구근추출물,Bletia Hyacinthina Bulb Extract,백급추출물,Bletia Hyacinthina Bulb Extract|Bletilla Striata Root Extract
431,코치닐선인장꽃추출물,Opuntia Coccinellifera Flower Extract,백년초꽃추출물,Opuntia Coccinellifera Flower Extract
432,코치닐선인장열매추출물,Opuntia Coccinellifera Fruit Extract,백년초열매추출물,Opuntia Coccinellifera Fruit Extract
433,코치닐선인장추출물,Nopalea Cochenillifera Extract,백년초추출물,Opuntia Coccinellifera
434,단향오일,Santalum Album (Sandalwood) Oil,백단향오일,Santalum Album (Sandalwood) Oil
435,단향목부추출물,Santalum Album (Sandalwood) Wood Extract,백단향추출물|백단향목부추출물,Santalum Album (Sandalwood) Wood Extract|SantalumAlbum (Sandalwood) Extract
436,백량금추출물,Ardisia Crispa Extract,,
437,가회톱뿌리가루,Ampelopsis Japonica Root Powder,백렴가루,Ampelopsis Japonica Root Powder
438,가회톱뿌리추출물,Ampelopsis Japonica Root Extract,백렴뿌리추출물,Ampelopsis Japonica Root Extract
439,갈락토아라비난,Galactoarabinan,갈락토아란비난,Galactoarabinan
440,귤껍질추출물,Citrus Unshiu Peel Extract,,
441,백리향추출물,Thymus Quinquecostatus Extract,,
442,백산차추출물,Ledum Palustre Extract,,
443,백선뿌리추출물,Dictamnus Dasycarpus Root Extract,백선피추출물,Dictamnus Desycarpus Root Extract
444,백약자뿌리추출물,Stephania Cephalantha Root Extract,백약자추출물,Stephania Cepharantha Root Extract
445,구릿대뿌리가루,Angelica Dahurica Root Powder,백지가루,Angelica Dahurica Root Powder
446,구릿대뿌리추출물,Angelica Dahurica Root Extract,백지추출물,Angelica Dahurica Root Extract
447,큰꽃삽주뿌리가루,Atractylodes Macrocephala Root Powder,백출가루,Atractyloides Macrocephala Root Powder
448,삽주뿌리오일,Atractylodes Japonica Root Oil,백출오일,Atractyloides Japonica Root Oil
449,삽주뿌리줄기추출물,Atractylodes Japonica Rhizome Extract,백출추출물,Atractylodes Japonica Rhizome Extract|AtractyloidesJaponica Root Extract|Atractyloides Macrocephala RootExtract
450,귤오일,Citrus Unshiu Fruit Oil,,
451,참나리꽃/잎/줄기추출물,Lilium Tigrinum Flower/Leaf/Stem Extract,백합꽃/잎/줄기추출물,Lilium Tigrinum Flower/Leaf/Stem Extract
452,참나리추출물,Lilium Tigrinum Extract,백합추출물,Lilium Tigrinum Extract
453,백화사설초추출물,Oldenlandia Diffusa Extract,,
454,계혈등줄기추출물,Mucuna Birdwoodiana Stem Extract,백화유마등줄기추출물,Mucuna Birdwoodiana Stem Extract
455,버독뿌리추출물,Arctium Majus Root Extract,,
456,가는범꼬리뿌리추출물,Polygonum Bistorta Root Extract,범꼬리뿌리추출물,Polygonum Bistorta Root Extract
457,세룰라타벚나무꽃추출물,Prunus Serrulata Flower Extract,벚꽃추출물,Prunus Serrulata Flower Extract
458,세룰라타벚나무껍질추출물,Prunus Serrulata Bark Extract,벚나무껍질추출물,Prunus Serrulata Bark Extract
459,베르가모트오일,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,베르가모트열매오일,Citrus Aurantium Bergamia (Bergamot) Fruit Oil
460,베르가모트추출물,Citrus Aurantium Bergamia (Bergamot) Fruit Extract,베르가모트열매추출물,Citrus Aurantium Bergamia (Bergamot) Fruit Extract
461,그리포니아씨추출물,Griffonia Simplicifolia Seed Extract,그리포니아 심플리시폴리아씨추출물,Griffonia Simplicifolia Seed Extract
462,베르가모트잎추출물,Citrus Aurantium Bergamia (Bergamot) Leaf Extract,,
463,베르가못잎추출물,Monarda Didyma Leaf Extract,,
464,에메이엔시스돌부채뿌리추출물,Bergenia Emeiensis Root Extract,베르게니아 에메이엔시스뿌리추출물,Bergenia Emeiensis Root Extract
465,베르게닌,Bergenin,,
466,베르노니아 아펜디쿨라타잎추출물,Vernonia Appendiculata Leaf Extract,,
467,아메리카베스우드꽃추출물,Tilia Americana Flower Extract,베스우드꽃추출물,Tilia Americana Flower Extract
468,베어베리잎추출물,Arctostaphylos Uva-Ursi Leaf Extract,베어베리잎추출물,Arctostaphylos Uva Ursi Leaf Extract
469,베이베리열매왁스,Myrica Cerifera (Bayberry) Fruit Wax,,
470,베이베리열매추출물,Myrica Cerifera (Bayberry) Fruit Extract,,
471,베이잎오일,Pimenta Acris (Bay) Leaf Oil,,
472,글라우신,Glaucine,,
473,베타-글루칸,Beta-Glucan,,
474,베타-시토스테롤,Beta-Sitosterol,,
475,베타인,Betaine,,
476,베타인살리실레이트,Betaine Salicylate,,
477,베타-카로틴,Beta-Carotene,,
478,베타-카리오필렌,Beta-Caryophyllene,,
479,베티버뿌리오일,Vetiveria Zizanioides Root Oil,,Vetiveria Zizanoides Root Oil
480,베헤네스-5,Beheneth-5,,
481,베헤네스-10,Beheneth-10,,
482,베헤네스-20,Beheneth-20,,
483,글라이신,Glycine,,
484,베헤네스-25,Beheneth-25,,
485,베헤네스-30,Beheneth-30,,
486,베헤노일스테아릭애씨드,Behenoyl Stearic Acid,,
487,베헤녹시다이메티콘,Behenoxy Dimethicone,베헤녹시디메치콘,Behenoxy Dimethicone
488,베헤닉애씨드,Behenic Acid,,
489,베헤닐베타인,Behenyl Betaine,,
490,베헤닐베헤네이트,Behenyl Behenate,,
491,베헤닐알코올,Behenyl Alcohol,,
492,베헤닐피씨에이,Behenyl PCA,,
493,베헨아미도프로필다이메틸아민,Behenamidopropyl Dimethylamine,베헨아미도프로필디메칠아민,Behenamidopropyl Dimethylamine
494,다이펩타이드-15,Dipeptide-15,글라이실글라이신,Glycyl Glycine
495,베헨아미도프로필다이메틸아민베헤네이트,Behenamidopropyl Dimethylamine Behenate,베헨아미도프로필디메칠아민베헤네이트,Behenamidopropyl Dimethylamine Behenate
496,베헨아미도프로필에틸다이모늄에토설페이트,Behenamidopropyl Ethyldimonium Ethosulfate,베헨아미도프로필에칠디모늄에토설페이트,Behenamidopropyl Ethyldimonium Ethosulfate
497,베헨아미도프로필트라이모늄메토설페이트,Behenamidopropyltrimonium Methosulfate,베헨아미도프로필트리모늄메토설페이트,Behenamidopropyltrimonium Methosulfate
498,베헨아미도프로필피지-다이모늄클로라이드,Behenamidopropyl PG-Dimonium Chloride,베헨아미도프로필피지-디모늄클로라이드,Behenamidopropyl PG-Dimonium Chloride
499,베헨알코늄클로라이드,Behenalkonium Chloride,,
500,베헨트라이모늄메토설페이트,Behentrimonium Methosulfate,베헨트리모늄메토설페이트,Behentrimonium Methosulfate
501,베헨트라이모늄클로라이드,Behentrimonium Chloride,베헨트리모늄클로라이드,Behentrimonium Chloride
502,벤잘코늄클로라이드,Benzalkonium Chloride,,
503,벤제토늄클로라이드,Benzethonium Chloride,,
504,벤조구아나민,Benzoguanamine,,
505,글리옥실릭애씨드,Glyoxylic Acid,글라이옥실릭애씨드,Glyoxylic Acid
506,벤조익애씨드,Benzoic Acid,,
507,벤조인나무검,Styrax Benzoin Gum,,
508,벤조인나무수지추출물,Styrax Benzoin Resin Extract,,
509,벤조페논-1,Benzophenone-1,,
510,벤조페논-2,Benzophenone-2,,
511,벤조페논-3,Benzophenone-3,,
512,벤조페논-4,Benzophenone-4,,
513,벤조페논-5,Benzophenone-5,,
514,벤조페논-8,Benzophenone-8,,
515,벤조페논-9,Benzophenone-9,,
516,글라이코리피드,Glycolipids,,
517,벤조페논-10,Benzophenone-10,,
518,벤조페논-11,Benzophenone-11,,
519,벤즈알데하이드,Benzaldehyde,,
520,벤질니코티네이트,Benzyl Nicotinate,,
521,벤질라우레이트,Benzyl Laurate,,
522,벤질벤조에이트,Benzyl Benzoate,,
523,벤질살리실레이트,Benzyl Salicylate,,
524,벤질신나메이트,Benzyl Cinnamate,,
525,벤질아세테이트,Benzyl Acetate,,
526,글라이코사미노글리칸,Glycosaminoglycans,글라이코스아미노글리칸,Glycosaminoglycans
527,벤질알코올,Benzyl Alcohol,,
528,벤토나이트,Bentonite,,
529,벵골생강오일,Zingiber Cassumunar Root Oil,,
530,벵골생강추출물,Zingiber Cassumunar Root Extract,,
531,변성감자전분,Potato Starch Modified,,
532,변성알코올,Alcohol Denat.,,
533,변성알코올39-C,SD Alcohol 39-C,,
534,변성알코올40,SD Alcohol 40,,
535,에스디알코올40-B,SD Alcohol 40-B,변성알코올40-B,SD Alcohol 40-B
536,변성옥수수전분,Corn Starch Modified,,
537,글라이코스핑고리피드,Glycosphingolipids,,
538,별꽃추출물,Stellaria Media (Chickweed) Extract,,
539,병풀잎추출물,Centella Asiatica Leaf Extract,,
540,병풀추출물,Centella Asiatica Extract,,
541,보론나이트라이드,Boron Nitride,,
542,보르네오탈로우씨버터,Shorea Stenoptera Seed Butter,보르네오탈로우씨드버터,Shorea Stenoptera Seed Butter
543,보르네올,Borneol,,
544,보리가루,Hordeum Vulgare Powder,,
545,보리뿌리추출물,Hordeum Vulgare Root Extract,,
546,보리수잎추출물,Elaeagnus Pungens Leaf Extract,,
547,보리씨추출물,Hordeum Vulgare Seed Extract,,
548,갈란투스씨추출물,Galanthus Nivalis Seed Extract,,
549,글라이코실트레할로오스,Glycosyl Trehalose,글라이코실트레할로스,Glycosyl Trehalose
